sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
1,127,"Exchange",2687,"data size",53246400,115384570,115684800,48000000000,"size","21,43"
1,127,"Exchange",2688,"number of partitions",1000,1000,1000,1000,"sum","21,43"
1,127,"Exchange",2689,"remote blocks read",786,786,832,408902,"sum","21,43"
1,127,"Exchange",2690,"local blocks read",6,6,46,7098,"sum","21,43"
1,127,"Exchange",2691,"remote bytes read",42431655,46239873,50734194,23119998319,"size","21,43"
1,127,"Exchange",2693,"local bytes read",327689,1131774,2754295,401811295,"size","21,43"
1,127,"Exchange",2694,"fetch wait time",0,11676,23331,5898701,"timing","21,43"
1,127,"Exchange",2695,"records read",1828443,1999878,2197158,1000000000,"sum","21,43"
1,127,"Exchange",2704,"remote reqs duration",9598,79619,127339,39872017,"timing","21,43"
1,127,"Exchange",2706,"shuffle bytes written",26204890,56542707,56699291,23521809614,"size","21,43"
1,127,"Exchange",2707,"shuffle records written",1109300,2403798,2410100,1000000000,"sum","21,43"
1,127,"Exchange",2708,"shuffle write time",26526718,49007884,83063824,20387323262,"nsTiming","21,43"
1,128,"WholeStageCodegen (7)",2709,"duration",176,6184,42930,2628085,"timing","21"
1,130,"Filter",2710,"number of output rows",1109300,2403798,2410100,1000000000,"sum","21"
1,131,"ColumnarToRow",2711,"number of output rows",1109300,2403798,2410100,1000000000,"sum","21"
1,131,"ColumnarToRow",2712,"number of input batches",271,586,589,244388,"sum","21"
1,132,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",516,"number of output rows",1109300,2403798,2410100,1000000000,"sum","21"
1,132,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",517,"scan time",174,5156,40544,2198967,"timing","21"
1,132,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",518,"number of files read",2,2,2,2,"sum","21"
1,132,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",519,"metadata time",0,0,0,0,"timing","21"
1,132,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",520,"size of files read",55995127116,55995127116,55995127116,55995127116,"size","21"
1,133,"WholeStageCodegen (65)",9438,"duration",4310,26856,49184,13490615,"timing","43"
1,134,"Sort",9439,"sort time",0,0,21,21,"timing","43"
1,134,"Sort",9440,"peak memory",67239936,67247416,67371008,33623769088,"size","43"
