sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
2,93,"Exchange",9060,"local blocks read",2,2,26,2214,"sum","248,282"
2,93,"Exchange",9061,"remote bytes read",576824,689335,806724,551632463,"size","248,282"
2,93,"Exchange",9063,"local bytes read",1798,3790,41403,3193325,"size","248,282"
2,93,"Exchange",9064,"fetch wait time",0,0,2298,137378,"timing","248,282"
2,93,"Exchange",9065,"records read",79962,95322,110275,76417835,"sum","248,282"
2,93,"Exchange",9074,"remote reqs duration",4339,32943,66893,26518659,"timing","248,282"
2,93,"Exchange",9076,"shuffle bytes written",1011214,1155771,2090591,554825788,"size","248,282"
2,93,"Exchange",9077,"shuffle records written",135480,159086,335734,76417835,"sum","248,282"
2,93,"Exchange",9078,"shuffle write time",3201793,4164751,6979219,1999137435,"nsTiming","248,282"
2,94,"WholeStageCodegen (39)",9079,"duration",172,498,1292,315365,"timing","248"
2,95,"HashAggregate",9080,"number of output rows",135480,159086,335734,76417835,"sum","248"
2,95,"HashAggregate",9081,"peak memory",71303168,71783640,83886080,34456207360,"size","248"
2,95,"HashAggregate",9083,"time in aggregation build",148,406,1180,270716,"timing","248"
2,95,"HashAggregate",9084,"avg hash probes per key",12,12,14,6528,"average","248"
2,97,"SortMergeJoin",9086,"number of output rows",336932,514808,2030168,247163783,"sum","248"
2,97,"SortMergeJoin",9087,"spill size",0,0,0,0,"size","248"
2,98,"WholeStageCodegen (37)",9089,"duration",153,576,1355,342975,"timing","248"
2,99,"Sort",9090,"sort time",0,0,37,1828,"timing","248"
2,99,"Sort",9091,"peak memory",83886080,90946372,134217728,43654316032,"size","248"
2,99,"Sort",9092,"spill size",0,0,0,0,"size","248"
2,100,"AQEShuffleRead",9093,"number of partitions",480,480,480,480,"sum",""
2,100,"AQEShuffleRead",9094,"partition data size",2145486,2169468,17308158,1792109367,"size",""
2,100,"AQEShuffleRead",9095,"number of coalesced partitions",184,184,184,184,"sum",""
2,101,"Exchange",8725,"data size",2069064,13512258,81713904,5931930792,"size","228,248"
2,101,"Exchange",8726,"number of partitions",800,800,800,800,"sum","228,248"
2,101,"Exchange",8727,"remote blocks read",424,424,439,209342,"sum","228,248"
2,101,"Exchange",8728,"local blocks read",1,1,15,1378,"sum","228,248"
2,101,"Exchange",8729,"remote bytes read",1961216,3534997,16249115,1696856324,"size","228,248"
2,101,"Exchange",8731,"local bytes read",957,37163,253431,10836991,"size","228,248"
2,101,"Exchange",8732,"fetch wait time",0,21,579,76499,"timing","228,248"
2,101,"Exchange",8733,"records read",336932,514808,2030168,247163783,"sum","228,248"
2,101,"Exchange",8742,"remote reqs duration",294,4410,7343,2171812,"timing","228,248"
2,101,"Exchange",8744,"shuffle bytes written",665495,3889847,23075996,1707693315,"size","228,248"
2,101,"Exchange",8745,"shuffle records written",86211,562906,3404746,247163783,"sum","228,248"
2,101,"Exchange",8746,"shuffle write time",2129239,6245031,57857432,2741615943,"nsTiming","228,248"
2,102,"WholeStageCodegen (33)",8747,"duration",86,408,2382,228780,"timing","228"
2,104,"SortMergeJoin",8748,"number of output rows",86211,562906,3404746,247163783,"sum","228"
2,104,"SortMergeJoin",8749,"spill size",0,0,0,0,"size","228"
2,105,"WholeStageCodegen (31)",8751,"duration",89,432,2442,239488,"timing","228"
2,106,"Sort",8752,"sort time",1,1,55,3732,"timing","228"
2,106,"Sort",8753,"peak memory",71303168,90373283,268435456,39673921536,"size","228"
2,106,"Sort",8754,"spill size",0,0,0,0,"size","228"
2,107,"AQEShuffleRead",8755,"number of partitions",439,439,439,439,"sum",""
2,107,"AQEShuffleRead",8756,"partition data size",1200588,3355807,39567400,2874311421,"size",""
2,107,"AQEShuffleRead",8757,"number of coalesced partitions",279,279,279,279,"sum",""
2,108,"Exchange",8331,"data size",4255552,9898727,19229344,7909241056,"size","212,228"
2,108,"Exchange",8332,"number of partitions",800,800,800,800,"sum","212,228"
2,108,"Exchange",8333,"remote blocks read",791,1330,3975,632931,"sum","212,228"
2,108,"Exchange",8334,"local blocks read",4,4,28,3872,"sum","212,228"
2,108,"Exchange",8335,"remote bytes read",1138760,6204115,37456821,2723653786,"size","212,228"
2,108,"Exchange",8337,"local bytes read",5443,37137,369813,16312488,"size","212,228"
2,108,"Exchange",8338,"fetch wait time",0,0,39,191,"timing","212,228"
2,108,"Exchange",8339,"records read",86211,562906,3404746,247163783,"sum","212,228"
2,108,"Exchange",8348,"remote reqs duration",919,4879,21701,2189313,"timing","212,228"
2,108,"Exchange",8350,"shuffle bytes written",1523675,3429047,6547672,2739966274,"size","212,228"
2,108,"Exchange",8351,"shuffle records written",132986,309136,600917,247163783,"sum","212,228"
2,108,"Exchange",8352,"shuffle write time",3985106,7631915,51221538,6098064710,"nsTiming","212,228"
2,109,"WholeStageCodegen (27)",8353,"duration",211,387,1072,473832,"timing","212"
2,111,"SortMergeJoin",8354,"number of output rows",132986,309136,600917,247163783,"sum","212"
2,111,"SortMergeJoin",8355,"spill size",0,0,0,0,"size","212"
2,112,"WholeStageCodegen (25)",8357,"duration",244,448,1175,541041,"timing","212"
2,113,"Sort",8358,"sort time",3,3,39,7525,"timing","212"
2,113,"Sort",8359,"peak memory",75497472,80977682,100663296,64701333504,"size","212"
2,113,"Sort",8360,"spill size",0,0,0,0,"size","212"
2,114,"AQEShuffleRead",8361,"number of partitions",799,799,799,799,"sum",""
2,114,"AQEShuffleRead",8362,"partition data size",2743759,5598171,10539749,4560404832,"size",""
2,114,"AQEShuffleRead",8363,"number of coalesced partitions",1,1,1,1,"sum",""
2,115,"Exchange",7893,"data size",9099960,12357985,15809880,9886551320,"size","200,212"
2,115,"Exchange",7894,"number of partitions",800,800,800,800,"sum","200,212"
2,115,"Exchange",7895,"remote blocks read",792,792,1592,636351,"sum","200,212"
2,115,"Exchange",7896,"local blocks read",4,4,8,3649,"sum","200,212"
2,115,"Exchange",7897,"remote bytes read",2599307,5409536,9986407,4322377740,"size","200,212"
2,115,"Exchange",7899,"local bytes read",12848,30772,94949,24739506,"size","200,212"
2,115,"Exchange",7900,"fetch wait time",0,0,507,54785,"timing","200,212"
2,115,"Exchange",7901,"records read",132986,309136,600917,247163783,"sum","200,212"
2,115,"Exchange",7910,"remote reqs duration",1856,17946,37447,14497658,"timing","200,212"
2,115,"Exchange",7912,"shuffle bytes written",4085227,5433696,6847534,4347117246,"size","200,212"
2,115,"Exchange",7913,"shuffle records written",227499,308750,395247,247163783,"sum","200,212"
2,115,"Exchange",7914,"shuffle write time",5303251,9416506,40770234,7533360576,"nsTiming","200,212"
2,116,"WholeStageCodegen (21)",7915,"duration",2654,4456,9425,3714549,"timing","200"
2,118,"SortMergeJoin",7916,"number of output rows",227499,308750,395247,247163783,"sum","200"
2,118,"SortMergeJoin",7917,"spill size",0,0,0,0,"size","200"
2,119,"WholeStageCodegen (19)",7919,"duration",2720,4598,9494,3843483,"timing","200"
2,120,"Sort",7920,"sort time",42,43,139,50415,"timing","200"
2,120,"Sort",7921,"peak memory",201326592,201326592,201326592,161061273600,"size","200"
2,120,"Sort",7922,"spill size",0,0,0,0,"size","200"
2,121,"Exchange",7399,"data size",52995984,69000873,84879888,55200853632,"size","192,200"
2,121,"Exchange",7400,"number of partitions",800,800,800,800,"sum","192,200"
2,121,"Exchange",7401,"remote blocks read",792,792,800,636292,"sum","192,200"
2,121,"Exchange",7402,"local blocks read",4,4,8,3708,"sum","192,200"
2,121,"Exchange",7403,"remote bytes read",26866908,29259753,31679546,23407959580,"size","192,200"
2,121,"Exchange",7405,"local bytes read",126565,175708,319936,136499952,"size","192,200"
2,121,"Exchange",7406,"fetch wait time",0,2837,8400,2425372,"timing","192,200"
2,121,"Exchange",7407,"records read",1304989,1437314,1559174,1150017784,"sum","192,200"
2,121,"Exchange",7416,"remote reqs duration",15067,80789,137917,64791740,"timing","192,200"
2,121,"Exchange",7418,"shuffle bytes written",22838406,29430376,36137358,23544459532,"size","192,200"
2,121,"Exchange",7419,"shuffle records written",1104083,1437324,1768331,1150017784,"sum","192,200"
2,121,"Exchange",7420,"shuffle write time",14978247,24929820,204840898,19944009087,"nsTiming","192,200"
2,122,"WholeStageCodegen (15)",7421,"duration",4615,12536,30154,10183102,"timing","192"
2,124,"SortMergeJoin",7422,"number of output rows",1104083,1437324,1768331,1150017784,"sum","192"
2,124,"SortMergeJoin",7423,"spill size",0,0,0,0,"size","192"
2,126,"Sort",7426,"sort time",100,104,453,114679,"timing","192"
2,126,"Sort",7427,"peak memory",335544320,335544320,335544320,268435456000,"size","192"
2,126,"Sort",7428,"spill size",0,0,0,0,"size","192"
2,127,"Exchange",6610,"data size",115684800,115829955,190958400,120000000000,"size","184,192"
2,127,"Exchange",6611,"number of partitions",800,800,800,800,"sum","184,192"
2,127,"Exchange",6612,"remote blocks read",1008,1008,1036,823007,"sum","184,192"
2,127,"Exchange",6613,"local blocks read",4,4,28,5793,"sum","184,192"
2,127,"Exchange",6614,"remote bytes read",65336147,73096425,81240044,58477300193,"size","184,192"
2,127,"Exchange",6616,"local bytes read",271714,1265671,1974899,411370021,"size","184,192"
2,127,"Exchange",6617,"fetch wait time",1424,9533,24602,7787979,"timing","184,192"
2,127,"Exchange",6618,"records read",2786247,3124796,3452922,2500000000,"sum","184,192"
2,127,"Exchange",6627,"remote reqs duration",29585,104318,202911,83616300,"timing","184,192"
2,127,"Exchange",6629,"shuffle bytes written",56760023,56842089,93622305,58888670214,"size","184,192"
2,127,"Exchange",6630,"shuffle records written",2410100,2412977,3978300,2500000000,"sum","184,192"
2,127,"Exchange",6631,"shuffle write time",29281424,50855666,134573002,52686737856,"nsTiming","184,192"
2,128,"WholeStageCodegen (7)",6632,"duration",125,1478,8727,1793408,"timing","184"
2,129,"Filter",6633,"number of output rows",2410100,2412977,3978300,2500000000,"sum","184"
2,130,"ColumnarToRow",6634,"number of output rows",2410100,2412977,3978300,2500000000,"sum","184"
2,130,"ColumnarToRow",6635,"number of input batches",589,589,972,610970,"sum","184"
2,131,"Scan parquet spark_catalog.demo_pauldefusco.trs_v25",5910,"number of output rows",2410100,2412977,3978300,2500000000,"sum","184"
2,131,"Scan parquet spark_catalog.demo_pauldefusco.trs_v25",5911,"scan time",124,892,8093,1093937,"timing","184"
2,131,"Scan parquet spark_catalog.demo_pauldefusco.trs_v25",5912,"number of files read",2,2,2,2,"sum","184"
2,131,"Scan parquet spark_catalog.demo_pauldefusco.trs_v25",5913,"metadata time",0,0,0,0,"timing","184"
2,131,"Scan parquet spark_catalog.demo_pauldefusco.trs_v25",5914,"size of files read",139988262866,139988262866,139988262866,139988262866,"size","184"
2,132,"WholeStageCodegen (14)",7429,"duration",9288,25302,60366,20405416,"timing","192"
2,133,"Sort",7430,"sort time",0,0,1,2,"timing","192"
2,133,"Sort",7431,"peak memory",67239936,67239936,67239936,53791948800,"size","192"
2,133,"Sort",7432,"spill size",0,0,0,0,"size","192"
2,134,"Exchange",6639,"data size",80000,80000,80000,32000000,"size","185,192"
2,134,"Exchange",6640,"number of partitions",800,800,800,800,"sum","185,192"
2,134,"Exchange",6641,"remote blocks read",381,381,400,317018,"sum","185,192"
2,134,"Exchange",6642,"local blocks read",1,1,17,2354,"sum","185,192"
2,134,"Exchange",6643,"remote bytes read",41758,43659,45148,35086564,"size","185,192"
2,134,"Exchange",6645,"local bytes read",84,746,1983,260403,"size","185,192"
2,134,"Exchange",6646,"fetch wait time",0,0,8483,205933,"timing","185,192"
2,134,"Exchange",6647,"records read",2345,2406,2669,2000000,"sum","185,192"
2,134,"Exchange",6656,"remote reqs duration",8557,91021,190660,72968291,"timing","185,192"
2,134,"Exchange",6658,"shuffle bytes written",87741,88274,89251,35346967,"size","185,192"
2,134,"Exchange",6659,"shuffle records written",5000,5000,5000,2000000,"sum","185,192"
2,134,"Exchange",6660,"shuffle write time",2563500,3268950,6741521,1307620283,"nsTiming","185,192"
2,135,"WholeStageCodegen (8)",6661,"duration",336,798,11180,343282,"timing","185"
2,136,"Filter",6662,"number of output rows",5000,5000,5000,2000000,"sum","185"
2,137,"ColumnarToRow",6663,"number of output rows",5000,5000,5000,2000000,"sum","185"
2,137,"ColumnarToRow",6664,"number of input batches",2,2,2,800,"sum","185"
2,138,"Scan parquet spark_catalog.demo_pauldefusco.customers_skewed",5941,"number of output rows",5000,5000,5000,2000000,"sum","185"
2,138,"Scan parquet spark_catalog.demo_pauldefusco.customers_skewed",5942,"scan time",333,794,11176,341727,"timing","185"
2,138,"Scan parquet spark_catalog.demo_pauldefusco.customers_skewed",5943,"number of files read",800,800,800,800,"sum","185"
2,138,"Scan parquet spark_catalog.demo_pauldefusco.customers_skewed",5944,"metadata time",0,0,0,0,"timing","185"
2,138,"Scan parquet spark_catalog.demo_pauldefusco.customers_skewed",5945,"size of files read",42431919,42431919,42431919,42431919,"size","185"
2,140,"Sort",7924,"sort time",0,0,49,49,"timing","200"
2,140,"Sort",7925,"peak memory",67239936,67239936,67239936,53791948800,"size","200"
2,140,"Sort",7926,"spill size",0,0,0,0,"size","200"
2,141,"Exchange",6668,"data size",119888,119948,120080,48000000,"size","186,200"
2,141,"Exchange",6669,"number of partitions",800,800,800,800,"sum","186,200"
2,141,"Exchange",6670,"remote blocks read",388,388,400,317899,"sum","186,200"
2,141,"Exchange",6671,"local blocks read",1,1,12,2084,"sum","186,200"
2,141,"Exchange",6672,"remote bytes read",54695,57220,59394,45932464,"size","186,200"
2,141,"Exchange",6674,"local bytes read",107,838,1716,302065,"size","186,200"
2,141,"Exchange",6675,"fetch wait time",0,5,3266,222170,"timing","186,200"
2,141,"Exchange",6676,"records read",3552,3650,3959,3000000,"sum","186,200"
2,141,"Exchange",6685,"remote reqs duration",11656,63330,96850,50820705,"timing","186,200"
2,141,"Exchange",6687,"shuffle bytes written",114844,115481,116343,46234529,"size","186,200"
